station_origin,station_destination,flows,population,jobs,distance
Highbury & Islington,Hyde Park Corner,23,23714,2410,6931.447479659982
Highbury & Islington,Ickenham,0,23714,282,26614.59175692691
Highbury & Islington,Imperial Wharf,36,23714,2049,12622.139339894753
Highbury & Islington,Kennington,4,23714,1161,8489.134992655334
Highbury & Islington,Kensal Green,0,23714,472,10701.965463102426
Highbury & Islington,Kensal Rise,165,23714,1376,10151.110700614536
Highbury & Islington,Kensington,51,23714,2252,11703.907433796907
Highbury & Islington,Kentish Town,14,23714,3404,6096.668887902498
Highbury & Islington,Kentish Town West,25,23714,1128,3476.3718830000416
Highbury & Islington,Kenton,0,23714,768,19811.363975272605
Highbury & Islington,Kew Gardens,7,23714,792,18270.181175864476
Highbury & Islington,Kilburn,1,23714,1953,8572.823759660378
Highbury & Islington,Kilburn Park,4,23714,823,9463.42901035471
Highbury & Islington,King's Cross St. Pancras,838,23714,33330,2581.808014236026
Highbury & Islington,Kingsbury,1,23714,1018,17059.36379995405
Highbury & Islington,Knightsbridge,89,23714,6821,7515.388812562383
Highbury & Islington,Ladbroke Grove,28,23714,2131,9604.042024002227
Highbury & Islington,Lambeth North,35,23714,1319,7302.642650298185
Highbury & Islington,Lancaster Gate,15,23714,1820,7597.367017341596
Highbury & Islington,Latimer Road,25,23714,1109,10263.606071221244
Highbury & Islington,Leicester Square,76,23714,8847,5157.153685639157
Highbury & Islington,Leyton,0,23714,1447,9535.189829269564
Highbury & Islington,Leytonstone,0,23714,1844,11199.055850703982
Highbury & Islington,Liverpool Street,3,23714,61122,6042.041628843704
Highbury & Islington,London Bridge,3,23714,29930,7271.489805761017
Highbury & Islington,London Fields,1,23714,790,10260.528753843886
Highbury & Islington,Loughton,0,23714,655,20054.087288690054
Highbury & Islington,Maida Vale,11,23714,949,8611.657032551411
Highbury & Islington,Manor House,50,23714,1311,3173.44558514834
Highbury & Islington,Mansion House,0,23714,7815,6962.261242028841
Highbury & Islington,Marble Arch,95,23714,6145,6378.788119650965
Highbury & Islington,Marylebone,68,23714,4250,5606.302332496739
Highbury & Islington,Mile End,0,23714,3759,8367.979671513544
Highbury & Islington,Mill Hill East,6,23714,681,15086.696717642822
Highbury & Islington,Moor Park,1,23714,550,28059.35691388562
Highbury & Islington,Moorgate,0,23714,24574,5607.961609869757
Highbury & Islington,Morden,6,23714,1447,20650.369696989354
Highbury & Islington,Mornington Crescent,32,23714,2927,4228.537425380091
Highbury & Islington,Neasden,6,23714,732,11789.529794960315
Highbury & Islington,New Cross,1,23714,1027,11963.950675036223
Highbury & Islington,New Cross Gate,184,23714,1340,11728.720466693358
Highbury & Islington,Newbury Park,0,23714,559,17862.4615409731
Highbury & Islington,North Acton,26,23714,3168,15143.319092506776
Highbury & Islington,North Ealing,0,23714,332,19116.188676410744
Highbury & Islington,North Greenwich,2,23714,6276,12252.96946040907
Highbury & Islington,North Harrow,1,23714,190,20578.18072291836
Highbury & Islington,North Wembley,0,23714,365,17488.636599935824
Highbury & Islington,Northfields,4,23714,864,19746.022347176167
Highbury & Islington,Northolt,4,23714,663,23242.293965785848
Highbury & Islington,Northwick Park,13,23714,1713,17295.475492955866
Highbury & Islington,Northwood,3,23714,1018,25841.14079548228
Highbury & Islington,Northwood Hills,0,23714,488,24254.50075488768
Highbury & Islington,Norwood Junction,7,23714,406,21031.02065834495
Highbury & Islington,Notting Hill Gate,73,23714,5490,9093.810462342415
Highbury & Islington,Oakwood,12,23714,423,13130.346906765932
Highbury & Islington,Old Street,0,23714,15897,5282.734099991266
Highbury & Islington,Osterley,2,23714,521,23237.610453004963
Highbury & Islington,Oval,9,23714,2544,9404.280313058247
Highbury & Islington,Oxford Circus,1964,23714,44368,5141.03395275388
Highbury & Islington,Paddington,298,23714,20198,6891.445703715808
Highbury & Islington,Park Royal,4,23714,1552,20215.822289930005
Highbury & Islington,Parsons Green,26,23714,2711,12690.056525999007
Highbury & Islington,Peckham Rye,0,23714,1070,13169.769361190993
Highbury & Islington,Penge West,5,23714,150,18550.44954625921
Highbury & Islington,Perivale,7,23714,532,19827.481822858812
Highbury & Islington,Piccadilly Circus,119,23714,13641,5531.836802624012
Highbury & Islington,Pimlico,317,23714,5585,8761.004466531125
Highbury & Islington,Pinner,1,23714,292,22095.895044309687
Highbury & Islington,Plaistow,0,23714,1049,10007.199433961157
Highbury & Islington,Preston Road,1,23714,411,15562.359316605027
Highbury & Islington,Putney Bridge,23,23714,2494,13684.495362644084
Highbury & Islington,Queen's Park,7,23714,2167,9317.366565372497
Highbury & Islington,Queens Road Peckham,0,23714,747,12039.209064338938
Highbury & Islington,Queensbury,1,23714,439,18305.34944734828
Highbury & Islington,Queensway,24,23714,1882,8455.499884628383
Highbury & Islington,Ravenscourt Park,10,23714,1895,13628.63977775667
Highbury & Islington,Rayners Lane,0,23714,426,21204.517851495857
Highbury & Islington,Rectory Road,0,23714,219,8583.028753801178
Highbury & Islington,Redbridge,0,23714,198,14046.966740659242
Highbury & Islington,Regent's Park,5,23714,3364,5863.537077143384
Highbury & Islington,Richmond,48,23714,5397,20438.301411602275
Highbury & Islington,Rickmansworth,1,23714,937,31456.548233650123
Highbury & Islington,Roding Valley,0,23714,84,17277.4680690179
Highbury & Islington,Rotherhithe,35,23714,321,8662.247085189556
Highbury & Islington,Royal Oak,12,23714,856,7828.72816422387
Highbury & Islington,Ruislip,0,23714,257,24828.93389003174
Highbury & Islington,Ruislip Gardens,0,23714,167,26452.10964555571
Highbury & Islington,Ruislip Manor,0,23714,408,24150.0525968806
Highbury & Islington,Russell Square,62,23714,5172,3452.2857199722184
Highbury & Islington,Seven Sisters,346,23714,10191,5463.272384530336
Highbury & Islington,Shadwell,308,23714,7447,7352.9236482902
Highbury & Islington,Shepherd's Bush,109,23714,9890,10705.190259753672
Highbury & Islington,Shepherd's Bush Market,4,23714,416,11343.699499723134
Highbury & Islington,Shoreditch High Street,597,23714,7558,5062.792244921535
Highbury & Islington,Sloane Square,105,23714,8229,8526.88722346267
Highbury & Islington,Snaresbrook,0,23714,512,12857.26491436727
Highbury & Islington,South Acton,69,23714,975,15998.182975458245
Highbury & Islington,South Ealing,5,23714,670,19293.085981800927
Highbury & Islington,South Harrow,0,23714,387,23010.046602544415
Highbury & Islington,South Kensington,147,23714,15325,8816.171759852907
Highbury & Islington,South Kenton,0,23714,261,18424.37148524712
Highbury & Islington,South Ruislip,0,23714,289,25566.229872792457
Highbury & Islington,South Wimbledon,5,23714,1361,19117.144138225478
Highbury & Islington,South Woodford,0,23714,766,14173.113277608141
Highbury & Islington,Southfields,6,23714,1351,16373.8779524975
Highbury & Islington,Southgate,34,23714,874,11264.717118948756
Highbury & Islington,Southwark,33,23714,10326,7385.379461119223
Highbury & Islington,St James Street,0,23714,184,10560.6488865425
Highbury & Islington,St. James's Park,87,23714,13339,7274.029653456385
Highbury & Islington,St. John's Wood,42,23714,3982,7206.910813937131
Highbury & Islington,St. Paul's,9,23714,13446,5819.319644269009
Highbury & Islington,Stamford Brook,5,23714,784,14337.918217696795
Highbury & Islington,Stamford Hill,0,23714,352,6588.354238750707
Highbury & Islington,Stanmore,3,23714,983,21418.245016910263
Highbury & Islington,Stepney Green,0,23714,1879,7338.732697505553
Highbury & Islington,Stockwell,34,23714,1623,10688.298333571604
Highbury & Islington,Stonebridge Park,2,23714,729,14422.440409155877
Highbury & Islington,Stratford,949,23714,55954,7403.850431402065
Highbury & Islington,Sudbury Hill,0,23714,277,24495.493831026357
Highbury & Islington,Surrey Quays,15,23714,1005,9647.001936222578
Highbury & Islington,Swiss Cottage,20,23714,2598,8176.830060156312
Highbury & Islington,Sydenham,39,23714,515,17365.19129620815
Highbury & Islington,Temple,1,23714,6780,6754.120425125685
Highbury & Islington,Theydon Bois,0,23714,98,25428.18726673783
Highbury & Islington,Tooting Bec,8,23714,1239,15683.399945572986
Highbury & Islington,Tooting Broadway,30,23714,4506,16758.323272395373
Highbury & Islington,Tottenham Court Road,71,23714,19126,4955.753662751456
Highbury & Islington,Tottenham Hale,260,23714,3239,6616.829114280072
Highbury & Islington,Totteridge & Whetstone,0,23714,287,17224.907407513492
Highbury & Islington,Tower Hill,0,23714,8286,7224.4930657850955
Highbury & Islington,Tufnell Park,0,23714,557,6861.252665277413
Highbury & Islington,Turnham Green,7,23714,1515,14942.672324961935
Highbury & Islington,Turnpike Lane,52,23714,992,5495.082318950641
Highbury & Islington,Upper Holloway,0,23714,898,6467.711435154778
Highbury & Islington,Upton Park,0,23714,1642,11328.309815364755
Highbury & Islington,Uxbridge,17,23714,4316,29883.42527225436
Highbury & Islington,Vauxhall,791,23714,16242,9586.31875629495
Highbury & Islington,Victoria,1827,23714,33251,7361.152499499839
Highbury & Islington,Walthamstow Central,183,23714,5271,9589.97162175598
Highbury & Islington,Wanstead,0,23714,419,12866.561687122157
Highbury & Islington,Wapping,105,23714,1066,8211.6942572802
Highbury & Islington,Warren Street,991,23714,17309,3991.3479900554757
Highbury & Islington,Warwick Avenue,18,23714,1174,7824.059711807488
Highbury & Islington,Waterloo,160,23714,23466,6728.96429368306
Highbury & Islington,Watford,0,23714,961,33024.24533662708
Highbury & Islington,Watford High Street,0,23714,790,30312.53436608101
Highbury & Islington,Wembley Central,1,23714,1327,16140.53162565427
Highbury & Islington,Wembley Park,45,23714,5759,14142.64764348539
Highbury & Islington,West Acton,3,23714,488,16954.774644184872
Highbury & Islington,West Brompton,13,23714,5859,11044.97464681499
Highbury & Islington,West Croydon,24,23714,2048,23966.60531728904
Highbury & Islington,West Finchley,1,23714,91,14801.31252335822
Highbury & Islington,West Ham,0,23714,5487,9077.34614775523
Highbury & Islington,West Hampstead,246,23714,5856,7557.215201554059
Highbury & Islington,West Harrow,0,23714,122,19840.43806262516
Highbury & Islington,West Kensington,13,23714,1345,11421.644632549722
Highbury & Islington,West Ruislip,0,23714,194,28576.489398297257
Highbury & Islington,Westbourne Park,27,23714,1347,8798.12017642611
Highbury & Islington,Westminster,89,23714,15466,6713.29134709781
Highbury & Islington,White City,137,23714,5966,12005.666606468241
Highbury & Islington,Whitechapel,429,23714,17633,6258.589649733709
Highbury & Islington,Willesden Green,1,23714,830,9757.869850297917
Highbury & Islington,Willesden Junction,60,23714,4165,11780.314822223536
Highbury & Islington,Wimbledon,10,23714,6295,19389.366896409563
Highbury & Islington,Wimbledon Park,2,23714,596,17733.49387692258
Highbury & Islington,Wood Green,125,23714,2146,6425.895473073387
Highbury & Islington,Wood Lane,17,23714,1578,10817.450992252507
Highbury & Islington,Woodford,0,23714,706,15885.057089327027
Highbury & Islington,Woodside Park,7,23714,745,15747.799074925684
Highgate,Acton Town,1,4589,2202,19807.4733716725
Highgate,Aldgate,38,4589,7782,11045.469546298747
Highgate,Aldgate East,13,4589,7932,11289.247083047141
Highgate,Angel,81,4589,8103,8043.466439061747
Highgate,Archway,8,4589,2193,1590.1977058624552
Highgate,Arsenal,0,4589,315,10179.819437637661
Highgate,Baker Street,21,4589,14973,9349.372164467293
Highgate,Balham,3,4589,3814,17667.777710312443
Highgate,Bank and Monument,336,4589,78549,10666.13753484502
Highgate,Barbican,15,4589,9134,9182.044624058119
Highgate,Barking,0,4589,7004,23184.029648223754
Highgate,Barons Court,9,4589,2956,14537.020091597906
Highgate,Belsize Park,33,4589,2255,6658.093794719702
Highgate,Bermondsey,5,4589,3172,13640.637570170482
Highgate,Bethnal Green,6,4589,4660,12730.59331967824
Highgate,Blackfriars,37,4589,10849,10657.952964788281
Highgate,Blackhorse Road,1,4589,2955,16926.23295772358
Highgate,Bond Street,34,4589,20967,8250.016286126374
Highgate,Borough,27,4589,3254,12067.429820709693
Highgate,Boston Manor,1,4589,892,23319.14129994581
Highgate,Bounds Green,0,4589,778,16826.570629196765
Highgate,Bow Road,0,4589,1193,14986.8755580873
Highgate,Brent Cross,1,4589,450,11736.854668709993
Highgate,Brixton,10,4589,5084,15234.526201878374
Highgate,Bromley-by-Bow,3,4589,1613,15995.640566244092
Highgate,Burnt Oak,3,4589,649,16329.369998255203
Highgate,Caledonian Road,0,4589,1803,8897.814700513702
Highgate,Camden Town,107,4589,6348,4626.237519513342
Highgate,Canada Water,5,4589,20443,14630.139207539421
Highgate,Canary Wharf,56,4589,58772,16053.467158285981
Highgate,Canning Town,4,4589,15428,18101.22818454452
Highgate,Cannon Street,2,4589,4698,10995.445217853467
Highgate,Chalk Farm,22,4589,1329,5620.003396387018
Highgate,Chancery Lane,55,4589,15391,9005.541235828448
Highgate,Charing Cross,77,4589,7016,8771.023065975254
Highgate,Chiswick Park,1,4589,1517,18535.3175736658
Highgate,Clapham Common,3,4589,2020,15242.858573632131
Highgate,Clapham North,5,4589,1238,14600.1045060223
Highgate,Clapham South,3,4589,1513,16495.165537475183
Highgate,Colindale,3,4589,2081,15022.970242223819
Highgate,Colliers Wood,2,4589,865,20998.211398302697
Highgate,Covent Garden,3,4589,4355,8674.479496094169
Highgate,Dagenham Heathway,0,4589,1108,27906.642100262063
Highgate,Debden,1,4589,865,31551.159278338477
Highgate,Dollis Hill,0,4589,847,17086.426833547735
Highgate,Ealing Broadway,5,4589,4846,21126.302731823926
Highgate,Earl's Court,12,4589,6613,13032.247472558685
Highgate,East Acton,2,4589,1505,16517.465131808476
Highgate,East Finchley,12,4589,1253,1749.0020685604884
Highgate,East Ham,0,4589,2062,20759.1151310475
Highgate,East Putney,1,4589,1877,17297.682623077315
Highgate,Edgware,1,4589,772,17847.48447750901
Highgate,Edgware Road,13,4589,6868,10384.191021857581
Highgate,Elephant & Castle,27,4589,6427,11450.152387841332
Highgate,Embankment,49,4589,10220,9111.348896798176
Highgate,Epping,0,4589,498,37498.54657052196
Highgate,Euston,150,4589,16800,5999.813620495466
Highgate,Farringdon,59,4589,25592,8721.142154469537
Highgate,Finchley Central,39,4589,1921,4119.541031097013
Highgate,Finchley Road,1,4589,3417,12883.95724561132
Highgate,Finsbury Park,1,4589,6769,10952.569955370813
Highgate,Fulham Broadway,5,4589,4200,14542.377577887824
Highgate,Gants Hill,0,4589,601,24949.683328450297
Highgate,Gloucester Road,9,4589,5194,12122.145442126752
Highgate,Golders Green,2,4589,1871,10221.766213710776
Highgate,Goldhawk Road,1,4589,370,16064.338484781423
Highgate,Goodge Street,121,4589,6457,7078.565161982585
Highgate,Great Portland Street,1,4589,6936,8522.56804873154
Highgate,Green Park,58,4589,26754,8706.229401518876
Highgate,Greenford,2,4589,1157,23978.54227144657
Highgate,Gunnersbury,5,4589,4775,19132.24724772762
Highgate,Hainault,0,4589,356,30485.34239514015
Highgate,Hammersmith,25,4589,18250,15430.837990684415
Highgate,Hampstead,52,4589,2010,7836.080745533329
Highgate,Hanger Lane,0,4589,1493,20152.24662365894
Highgate,Harlesden,0,4589,1668,15756.027689609218
Highgate,Harrow-on-the-Hill,4,4589,3019,24606.159584960336
Highgate,Heathrow Terminal 4,0,4589,693,33751.88428461717
Highgate,Heathrow Terminal 5,1,4589,975,36743.46281971041
Highgate,Heathrow Terminals 2 & 3,1,4589,2406,34288.23076454554
Highgate,Hendon Central,1,4589,1878,12870.474952682385
Highgate,High Barnet,28,4589,953,10372.544122536126
Highgate,High Street Kensington,13,4589,5427,12609.090947771123
Highgate,Highbury & Islington,7,4589,25385,9444.975191774127
Highgate,Hillingdon,0,4589,318,33746.59020329127
Highgate,Holborn,44,4589,22346,8440.066309032249
Highgate,Holland Park,8,4589,2063,12348.181648298241
Highgate,Hounslow Central,0,4589,708,27593.05180892929
Highgate,Hounslow East,0,4589,843,26847.375285140875
Highgate,Hounslow West,1,4589,401,29072.119308363628
Highgate,Hyde Park Corner,4,4589,2410,9486.099528876788
Highgate,Kennington,8,4589,1161,11640.9386112322
Highgate,Kensal Green,0,4589,472,13256.617512319232
Highgate,Kentish Town,232,4589,3404,3348.3063038716296
Highgate,Kew Gardens,3,4589,792,20912.46972607865
Highgate,King's Cross St. Pancras,151,4589,33330,6863.167177538102
Highgate,Knightsbridge,12,4589,6821,10070.040861779189
Highgate,Ladbroke Grove,6,4589,2131,13885.401187304302
Highgate,Lambeth North,4,4589,1319,10454.446268875052
Highgate,Lancaster Gate,4,4589,1820,10152.0190665584
Highgate,Latimer Road,3,4589,1109,14544.965234523319
Highgate,Leicester Square,104,4589,8847,8308.957304216023
Highgate,Leyton,0,4589,1447,18980.165021043693
Highgate,Leytonstone,0,4589,1844,20644.031042478113
Highgate,Liverpool Street,38,4589,61122,10323.400792145781
Highgate,London Bridge,159,4589,29930,11552.848969063092
Highgate,Maida Vale,3,4589,949,12893.016195853486
Highgate,Manor House,0,4589,1311,12068.695431017139
Highgate,Mansion House,14,4589,7815,11243.620405330916
Highgate,Marble Arch,22,4589,6145,8933.44016886777
Highgate,Marylebone,7,4589,4250,9887.661495798815
Highgate,Mile End,6,4589,3759,14361.957169302003
Highgate,Mill Hill East,119,4589,681,5641.7215258686965
Highgate,Moorgate,277,4589,24574,9889.320773171834
Highgate,Morden,3,4589,1447,23609.880088217295
Highgate,Mornington Crescent,59,4589,2927,5220.040285040803
Highgate,Neasden,0,4589,732,17871.99502034123
Highgate,Newbury Park,0,4589,559,27307.436732747236
Highgate,North Acton,5,4589,3168,17697.97114172358
Highgate,North Greenwich,4,4589,6276,17883.242508165687
Highgate,Northfields,2,4589,864,22388.310897390344
Highgate,Northolt,0,4589,663,25796.946015002653
Highgate,Northwick Park,3,4589,1713,23303.043354411162
Highgate,Notting Hill Gate,15,4589,5490,11648.462511559219
Highgate,Old Street,177,4589,15897,9564.093263293342
Highgate,Osterley,1,4589,521,25879.89900321914
Highgate,Oval,10,4589,2544,12556.083931635114
Highgate,Oxford Circus,105,4589,44368,7695.6860019706855
Highgate,Paddington,38,4589,20198,11172.804867017883
Highgate,Parsons Green,4,4589,2711,15244.708575215813
Highgate,Perivale,1,4589,532,22382.133872075618
Highgate,Piccadilly Circus,15,4589,13641,8659.50116098989
Highgate,Pimlico,25,4589,5585,11315.65651574793
Highgate,Plaistow,0,4589,1049,18137.738463475187
Highgate,Preston Road,0,4589,411,21569.927178060323
Highgate,Putney Bridge,3,4589,2494,16239.14741186089
Highgate,Queen's Park,1,4589,2167,11872.018614589302
Highgate,Queensway,7,4589,1882,11010.151933845187
Highgate,Ravenscourt Park,1,4589,1895,16270.928327970847
Highgate,Richmond,0,4589,5397,23080.589961816448
Highgate,Rickmansworth,0,4589,937,37464.11609510542
Highgate,Royal Oak,2,4589,856,12110.087327525946
Highgate,Russell Square,16,4589,5172,7733.644883274294
Highgate,Seven Sisters,1,4589,10191,14358.522230399136
Highgate,Shepherd's Bush,15,4589,9890,13259.842308970476
Highgate,Shepherd's Bush Market,0,4589,416,15625.05866302521
Highgate,Sloane Square,15,4589,8229,11081.539272679474
Highgate,Snaresbrook,0,4589,512,22302.240106141402
Highgate,South Ealing,1,4589,670,21935.374532015103
Highgate,South Kensington,31,4589,15325,11370.823809069712
Highgate,South Ruislip,2,4589,289,28120.881922009263
Highgate,South Wimbledon,1,4589,1361,22076.65452945342
Highgate,South Woodford,0,4589,766,23618.088469382274
Highgate,Southfields,1,4589,1351,18928.530001714305
Highgate,Southgate,0,4589,874,20159.966964817555
Highgate,Southwark,10,4589,10326,10537.18307969609
Highgate,St. James's Park,54,4589,13339,10425.833272033251
Highgate,St. John's Wood,3,4589,3982,11488.269977239206
Highgate,St. Paul's,34,4589,13446,10100.678807571085
Highgate,Stamford Brook,0,4589,784,16980.20676791097
Highgate,Stepney Green,2,4589,1879,13332.710195294012
Highgate,Stockwell,4,4589,1623,13647.808724799545
Highgate,Stonebridge Park,0,4589,729,17250.96690484165
Highgate,Stratford,14,4589,55954,16848.82562317619
Highgate,Sudbury Town,0,4589,218,26440.852378330626
Highgate,Temple,13,4589,6780,9905.92404370255
Highgate,Tooting Bec,4,4589,1239,18642.910336800927
Highgate,Tooting Broadway,6,4589,4506,19717.833663623314
Highgate,Tottenham Court Road,199,4589,19126,7723.027763831286
Highgate,Tottenham Hale,5,4589,3239,15512.07896014887
Highgate,Totteridge & Whetstone,3,4589,287,7779.932215739365
Highgate,Tower Hill,22,4589,8286,11505.852229087172
Highgate,Tufnell Park,16,4589,557,2583.7225264967137
Highgate,Turnham Green,0,4589,1515,17584.96087517611
Highgate,Turnpike Lane,0,4589,992,14390.33216481944
Highgate,Upton Park,1,4589,1642,19458.848844878787
Highgate,Uxbridge,2,4589,4316,35890.99313370966
Highgate,Vauxhall,35,4589,16242,12140.970805511755
Highgate,Victoria,154,4589,33251,9915.804548716644
Highgate,Walthamstow Central,1,4589,5271,18485.221467624782
Highgate,Warren Street,176,4589,17309,6546.00003927228
Highgate,Warwick Avenue,6,4589,1174,12105.418875109563
Highgate,Waterloo,186,4589,23466,9880.767912259926
Highgate,Wembley Park,5,4589,5759,20150.215504940687
Highgate,West Acton,1,4589,488,19509.426693401678
Highgate,West Brompton,3,4589,5859,13599.626696031795
Highgate,West Finchley,1,4589,91,5356.337331584093
Highgate,West Ham,0,4589,5487,17207.88517726926
Highgate,West Kensington,2,4589,1345,13976.296681766527
Highgate,Westbourne Park,3,4589,1347,13079.479339728185
Highgate,Westminster,24,4589,15466,9865.094965674676
Highgate,White City,26,4589,5966,14560.318655685045
Highgate,Whitechapel,4,4589,17633,12252.567147522168
Highgate,Willesden Green,0,4589,830,15840.335075678833
Highgate,Willesden Junction,0,4589,4165,14608.841317909311
Highgate,Wimbledon,0,4589,6295,21944.01894562637
Highgate,Wood Green,0,4589,2146,15321.145318942185
Highgate,Wood Lane,1,4589,1578,15098.810155554582
Highgate,Woodford,0,4589,706,25330.032281101157
Highgate,Woodside Park,33,4589,745,6302.823883151556
Hillingdon,Acton Town,19,1337,2202,18075.854550026725
Hillingdon,Aldgate,40,1337,7782,31065.72539451381
Hillingdon,Alperton,8,1337,741,13102.816942184285
Hillingdon,Amersham,1,1337,256,32448.272485925587
Hillingdon,Angel,4,1337,8103,28063.722287276814
Hillingdon,Archway,0,1337,2193,32156.392497428817
Hillingdon,Baker Street,29,1337,14973,24397.21803882398
Hillingdon,Bank and Monument,8,1337,78549,30352.232836288054
Hillingdon,Barbican,23,1337,9134,29202.300472273186
Hillingdon,Barons Court,8,1337,2956,23346.307830101316
Hillingdon,Bermondsey,1,1337,3172,32658.671151515253
Hillingdon,Bethnal Green,1,1337,4660,32750.849167893302
Hillingdon,Blackfriars,1,1337,10849,29593.321572391927
Hillingdon,Bond Street,18,1337,20967,26141.45913740857
Hillingdon,Boston Manor,2,1337,892,21587.522478300038
Hillingdon,Brixton,1,1337,5084,33709.61606339002
Hillingdon,Camden Town,1,1337,6348,29120.35268377793
Hillingdon,Canada Water,2,1337,20443,33648.17278888419
Hillingdon,Canary Wharf,45,1337,58772,35739.562459729015
Hillingdon,Canning Town,3,1337,15428,37787.32348598755
Hillingdon,Cannon Street,2,1337,4698,30501.750283029134
Hillingdon,Canons Park,3,1337,526,19452.3485499134
Hillingdon,Chancery Lane,2,1337,15391,28407.583338572957
Hillingdon,Charing Cross,6,1337,7016,27706.3916735789
Hillingdon,Chesham,0,1337,243,35378.49117709369
Hillingdon,Chiswick Park,5,1337,1517,19350.785878035513
Hillingdon,Covent Garden,3,1337,4355,27874.79633136455
Hillingdon,Dollis Hill,3,1337,847,16735.060733669154
Hillingdon,Ealing Broadway,3,1337,4846,18614.51647892909
Hillingdon,Ealing Common,6,1337,915,17049.242215459704
Hillingdon,Earl's Court,15,1337,6613,24851.080449140536
Hillingdon,East Putney,2,1337,1877,29116.515599659164
Hillingdon,Eastcote,23,1337,364,4715.187466835545
Hillingdon,Edgware Road,2,1337,6868,25432.036896214267
Hillingdon,Elephant & Castle,5,1337,6427,30385.52099544498
Hillingdon,Embankment,2,1337,10220,28046.717504401822
Hillingdon,Euston Square,38,1337,8093,25843.96902372348
Hillingdon,Farringdon,71,1337,25592,28741.398002684604
Hillingdon,Finchley Road,27,1337,3417,20862.63295767995
Hillingdon,Finsbury Park,1,1337,6769,29796.342451337983
Hillingdon,Fulham Broadway,3,1337,4200,26361.210554469675
Hillingdon,Gloucester Road,6,1337,5194,25761.18247957247
Hillingdon,Great Portland Street,33,1337,6936,25224.022154559734
Hillingdon,Green Park,15,1337,26754,27181.31926303053
Hillingdon,Hammersmith,66,1337,18250,22452.489931014807
Hillingdon,Harrow & Wealdstone,1,1337,1335,34219.774257067016
Hillingdon,Harrow-on-the-Hill,50,1337,3019,9140.430618330933
Hillingdon,High Street Kensington,1,1337,5427,26151.914567218973
Hillingdon,Highbury & Islington,3,1337,25385,27739.02234183597
Hillingdon,Holborn,11,1337,22346,27842.108411776757
Hillingdon,Holloway Road,3,1337,1696,29533.36374279607
Hillingdon,Hounslow Central,1,1337,708,25861.432987283515
Hillingdon,Hounslow East,1,1337,843,25115.7564634951
Hillingdon,Hyde Park Corner,2,1337,2410,27961.18939038844
Hillingdon,Ickenham,11,1337,282,1124.4305849090633
Hillingdon,Kentish Town,1,1337,3404,30398.283899419643
Hillingdon,Kew Gardens,0,1337,792,23625.87589742565
Hillingdon,Kilburn,5,1337,1953,19166.198582175595
Hillingdon,King's Cross St. Pancras,37,1337,33330,26883.42302575317
Hillingdon,Kingsbury,3,1337,1018,16513.090854819246
Hillingdon,Knightsbridge,8,1337,6821,27813.287059920036
Hillingdon,Ladbroke Grove,1,1337,2131,25636.99734748282
Hillingdon,Lambeth North,2,1337,1319,29389.814876478697
Hillingdon,Latimer Road,1,1337,1109,24977.4333002638
Hillingdon,Leicester Square,4,1337,8847,27509.274139486402
Hillingdon,Leyton,1,1337,1447,37274.21217110554
Hillingdon,Liverpool Street,57,1337,61122,30343.656640360845
Hillingdon,London Bridge,30,1337,29930,30570.882550407863
Hillingdon,Manor House,0,1337,1311,30912.46792698431
Hillingdon,Mansion House,1,1337,7815,30253.575095551685
Hillingdon,Marble Arch,1,1337,6145,26824.883020149966
Hillingdon,Marylebone,1,1337,4250,24935.5073701555
Hillingdon,Mile End,1,1337,3759,34382.21301751707
Hillingdon,Moorgate,49,1337,24574,29909.5766213869
Hillingdon,Neasden,2,1337,732,15949.49254687566
Hillingdon,North Ealing,1,1337,332,16124.850695074301
Hillingdon,North Greenwich,6,1337,6276,37569.337809608725
Hillingdon,North Harrow,2,1337,190,11120.019617744256
Hillingdon,Northfields,1,1337,864,20656.69207574457
Hillingdon,Northwick Park,24,1337,1713,10443.546848880107
Hillingdon,Northwood,4,1337,1018,16382.97969030817
Hillingdon,Northwood Hills,4,1337,488,14796.33964971357
Hillingdon,Old Street,3,1337,15897,29584.34911150841
Hillingdon,Osterley,1,1337,521,24148.280181573366
Hillingdon,Oval,0,1337,2544,31491.45253923876
Hillingdon,Oxford Circus,16,1337,44368,26170.77586348234
Hillingdon,Paddington,11,1337,20198,26220.65074137457
Hillingdon,Park Royal,11,1337,1552,15025.217081555042
Hillingdon,Parsons Green,2,1337,2711,27063.54155179766
Hillingdon,Piccadilly Circus,10,1337,13641,27134.591022501547
Hillingdon,Pimlico,0,1337,5585,29790.746377259584
Hillingdon,Pinner,1,1337,292,12637.73393913558
Hillingdon,Preston Road,6,1337,411,12176.663025230946
Hillingdon,Putney Bridge,1,1337,2494,28057.98038844274
Hillingdon,Queen's Park,0,1337,2167,27141.729464271404
Hillingdon,Queensbury,1,1337,439,17759.076502213473
Hillingdon,Rayners Lane,11,1337,426,6534.504490340118
Hillingdon,Richmond,11,1337,5397,25793.996133163448
Hillingdon,Rickmansworth,1,1337,937,21998.387128476013
Hillingdon,Royal Oak,0,1337,856,27157.93320188263
Hillingdon,Ruislip,25,1337,257,2910.0884518042317
Hillingdon,Ruislip Manor,35,1337,408,3588.9697449553755
Hillingdon,Russell Square,3,1337,5172,27753.900731489364
Hillingdon,Seven Sisters,0,1337,10191,33202.29472636631
Hillingdon,Sloane Square,4,1337,8229,27685.709738172318
